SHELL, 100, 0.000000
KNUST, 100, 0.000000
CIURA, 100, 0.000000
SHELL, 1000, 0.000000
KNUST, 1000, 0.000000
CIURA, 1000, 0.000000
SHELL, 10000, 0.003000
KNUST, 10000, 0.001000
CIURA, 10000, 0.001000
SHELL, 100000, 0.066000
KNUST, 100000, 0.024000
CIURA, 100000, 0.024000
SHELL, 1000000, 1.975000
KNUST, 1000000, 0.337000
CIURA, 1000000, 0.258000
